Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score,Environmental_Score,Social_Score,Governance_Score,Total_ESG_Score,ESG_Risk_Category
2024,NextGen Lending,29918,661.71,870,490,29.01,87.36,1248221,242,227346437,58.42,0.095934941,18.654221,87.36,31.84264028,High Risk
2024,Indifi Finance,25244,466.01,3974,1106,28.11,89.5,2114517,856,896555594,35.29,0.094572538,18.980517,89.5,32.58198412,High Risk
2025,SustainFin Services,29242,1389.13,2897,1308,25.25,54.48,3314291,1155,738598057,48.04,0.040176463,18.464291,54.48,21.89935789,High Risk
2025,EcoLend Capital,49311,597.2,2095,1158,43.76,82.55,602243,456,445905867,36.57,0.081907429,26.858243,82.55,32.85523587,High Risk
2025,FutureTrust Finance,24244,983.23,3484,1703,21.97,52.73,4774934,1354,300221849,90.88,0.050530453,17.956934,52.73,21.22629238,High Risk
2024,Bharat MicroFinance,39016,1643.04,1153,273,16.36,79.03,695046,862,726872250,39.17,0.051133112,10.511046,79.03,26.88276704,High Risk
2024,NextGen Lending,35766,1604.63,3830,1601,26.14,79.82,4857101,1052,851823087,39.36,0.033599549,20.541101,79.82,30.12177012,High Risk
2022,NextGen Lending,10010,1725.34,3685,1142,41.51,88.41,2184263,1026,253321207,40.04,0.034321952,27.090263,88.41,34.66380768,High Risk
2025,UrbanGrowth NBFC,44073,406.02,606,1740,17.01,89.81,4262667,347,879464007,47.16,0.148702954,14.468667,89.81,31.34308128,High Risk
2024,GreenCredit NBFC,27146,1215.1,4155,1483,32.09,71.85,3408159,1287,310557520,59.26,0.041244453,22.662159,71.85,28.37014548,High Risk
2022,UrbanGrowth NBFC,39907,1838.2,3734,1007,47.27,76.77,537992,1109,863903227,46.51,0.030546445,28.899992,76.77,31.71321618,High Risk
2024,Bharat MicroFinance,31555,179.9,323,68,32.07,80.67,4735504,1494,760699857,36.6,0.316175726,23.977504,80.67,31.52072149,High Risk
2022,EcoLend Capital,48757,1609.6,1970,839,37.1,81.69,4134800,1089,608523608,60.31,0.040694617,26.3948,81.69,32.44171785,High Risk
2025,UrbanGrowth NBFC,33980,567.85,4695,1770,32.1,65.52,4668418,421,492469171,46.42,0.077713786,23.928418,65.52,26.86561091,High Risk
2025,GreenCredit NBFC,18960,1372.34,2001,1019,21.96,51.1,4723066,779,99158061,84.59,0.045722078,17.899066,51.1,20.71800863,High Risk
2025,NextGen Lending,38920,1463.07,1387,1061,53.83,81.19,2827910,273,312196310,87.29,0.04974,35.12591,81.19,34.914669,High Risk
2024,SustainFin Services,41512,1858.61,3555,512,22.61,71.12,4854730,259,709784671,39.31,0.030682961,18.42073,71.12,26.87449218,High Risk
2024,UrbanGrowth NBFC,25005,1066.72,369,275,39.81,73.08,2211824,1451,578604219,31.19,0.119998698,26.097824,73.08,29.80134668,High Risk
2022,FutureTrust Finance,18472,1711.64,2904,655,25.91,60.52,1694804,1571,96646146,71.8,0.035324058,17.240804,60.52,23.34237082,High Risk
2023,SustainFin Services,8907,186.1,1527,852,47.93,86.22,2281270,1327,702040353,45.22,0.237952708,31.03927,86.22,35.27296208,High Risk
2023,GreenCredit NBFC,18225,899.03,4995,1215,46.76,84.16,2773916,1193,170404098,72.29,0.052144494,30.829916,84.16,34.5178326,High Risk
2025,Indifi Finance,29131,935.09,3578,904,33.24,47.2,3691980,1558,297470362,79.43,0.052191034,23.63598,47.2,21.27167041,High Risk
2023,UrbanGrowth NBFC,16603,1122.73,4428,418,22.58,49.31,4391533,1295,207421056,68.03,0.044209414,17.939533,49.31,20.19254367,High Risk
2025,Bharat MicroFinance,47251,1014.55,2609,1720,16.92,63.59,2321614,1286,757658269,80.77,0.051559912,12.473614,63.59,22.83970816,High Risk
2022,NextGen Lending,33889,1939.13,2878,1183,34.07,72.61,2432786,1674,713246415,58.27,0.031936956,22.874786,72.61,28.65821058,High Risk
2023,NextGen Lending,40628,249.23,263,267,21.56,54.31,859068,1646,849916317,60.09,0.275301171,13.795068,54.31,20.54164087,High Risk
2023,SustainFin Services,5163,603.53,1643,1678,52.97,61.6,4787144,298,192740678,41.53,0.090346596,36.569144,61.6,29.48688184,High Risk
2025,UrbanGrowth NBFC,39482,1940.39,1134,827,20.47,48.06,3176207,257,643600374,79.84,0.047829279,15.458207,48.06,19.07459381,High Risk
2022,Bharat MicroFinance,8462,946.07,569,1581,24.43,55.55,4324737,1786,713528821,51.03,0.098549508,18.982737,55.55,22.3992409,High Risk
2023,FutureTrust Finance,15287,1185.2,3538,97,45.73,70.19,3718972,1236,809143971,90.83,0.044191397,31.156972,70.19,30.42176816,High Risk
2023,UrbanGrowth NBFC,11227,253.95,2972,1423,32.25,50.62,3389274,1361,216531301,83.23,0.170277663,22.739274,50.62,22.07589327,High Risk
2023,SustainFin Services,24044,639.7,4713,1119,29.31,87.17,4510624,362,485207589,63.62,0.070142396,22.096624,87.17,32.80804416,High Risk
2022,EcoLend Capital,36790,175.34,4836,1695,29.51,87.49,117880,635,379676937,31.58,0.235147121,17.82388,87.49,31.68822285,High Risk
2022,SustainFin Services,38001,361.26,1930,1160,36.18,70.62,1857501,947,204881423,79.57,0.127057073,23.565501,70.62,28.30647313,High Risk
2023,GreenCredit NBFC,39644,1303.3,2217,1787,36.4,46.39,1578423,201,898201894,44.42,0.044979857,23.418423,46.39,20.96051884,High Risk
2025,SustainFin Services,46921,1550.88,3849,288,27.96,59.36,1675020,595,600528125,58.67,0.034225413,18.45102,59.36,23.35699617,High Risk
2025,NextGen Lending,24754,1753.16,4902,331,42.77,76.65,2712745,462,783837014,93.23,0.03014782,28.374745,76.65,31.51948263,High Risk
2023,FutureTrust Finance,35866,577.78,1711,1831,26.46,52.01,1983307,920,251305276,75.96,0.087600556,17.859307,52.01,20.99583232,High Risk
2022,SustainFin Services,11339,732.44,4026,1987,24.59,80.18,3326104,271,366545550,90.69,0.064709283,18.080104,80.18,29.50391491,High Risk
2023,SustainFin Services,26493,1181.86,1060,1076,49.69,40.39,3969081,367,514032652,87.95,0.063279218,33.783081,40.39,22.27723599,High Risk
2022,FutureTrust Finance,43859,259,1796,1690,19.47,49.51,3371792,410,54789801,80.59,0.171827951,15.053792,49.51,19.43786878,High Risk
2023,SustainFin Services,36937,1632.76,4284,635,53.79,55.73,4874367,1488,896538814,44.55,0.03231339,37.148367,55.73,27.87643546,High Risk
2022,NextGen Lending,9481,1018.25,1426,1102,37.63,88.31,877458,1055,809230184,82.2,0.063485175,23.455458,88.31,33.55503147,High Risk
2024,FutureTrust Finance,19312,1934.46,1650,1462,52.1,77.75,3385479,495,379881061,36.1,0.040412862,34.645479,77.75,33.73480884,High Risk
2025,NextGen Lending,42227,322.9,3132,1073,54.28,40.97,217507,1689,16235868,34.58,0.134166351,32.785507,40.97,22.18031864,High Risk
2024,NextGen Lending,45801,353.25,2336,886,31.66,63.16,1288325,385,251116289,59.69,0.126731727,20.284325,63.16,25.08399019,High Risk
2025,NextGen Lending,44185,762.3,1434,192,22.73,74.59,3002215,1423,256241841,94.08,0.074072245,16.640215,74.59,27.3986934,High Risk
2022,GreenCredit NBFC,22791,492.85,1804,651,52.48,70.9,4682703,1940,670047578,59.35,0.099106617,36.170703,70.9,32.16085355,High Risk
2024,FutureTrust Finance,5207,1423.52,1446,1355,48.99,63.16,2135430,1367,179653922,48.65,0.054607722,31.52943,63.16,28.42867209,High Risk
2025,GreenCredit NBFC,42138,1898.94,2899,1109,22.23,53,2564576,1899,799372190,41.17,0.032124726,15.902576,53,20.68362269,High Risk
2023,GreenCredit NBFC,28534,270.82,3431,1589,21.06,58.65,454201,764,466218156,42.4,0.157494763,13.090201,58.65,21.58505821,High Risk
2022,Bharat MicroFinance,14944,560.25,3385,556,54.62,75.53,2506684,1116,84983897,92.68,0.082266822,35.278684,75.53,33.27551193,High Risk
2022,FutureTrust Finance,37669,552.01,2489,1931,38.13,77.89,4484616,183,513962089,65.96,0.0853119,27.362616,77.89,31.60990956,High Risk
2023,SustainFin Services,13687,1067.24,4319,1827,33.15,64.57,717459,67,413337094,48.66,0.046617768,20.607459,64.57,25.57188481,High Risk
2023,UrbanGrowth NBFC,22285,958.85,4602,1358,39.97,85.74,841180,1374,337834128,55.11,0.049581742,24.82318,85.74,33.1887867,High Risk
2025,Bharat MicroFinance,37282,1481.05,1963,984,48.4,87.94,2927888,1592,628140538,82.71,0.043095274,31.967888,87.94,35.98960451,High Risk
2022,EcoLend Capital,49558,1492,3888,1317,15.58,79.13,4791480,1897,677968407,47.6,0.035131052,14.13948,79.13,27.99489642,High Risk
2025,UrbanGrowth NBFC,31782,1188.23,4703,583,19.04,50.15,2694740,1152,611377880,80.17,0.040986354,14.11874,50.15,19.29701654,High Risk
2023,NextGen Lending,28467,1222.94,2880,751,42.33,83.96,699724,1692,678619914,51.8,0.044178583,26.097724,83.96,33.03498863,High Risk
2022,FutureTrust Finance,23133,1700.4,1907,525,42.16,62.69,3540403,1102,420641773,64.95,0.040552241,28.836403,62.69,27.4741418,High Risk
2023,SustainFin Services,9489,854.18,4596,863,54.41,51.08,4861779,407,394093712,85.04,0.056517508,37.507779,51.08,26.5989407,High Risk
2025,GreenCredit NBFC,14108,123.45,384,408,16.07,79.28,2357601,1704,42526109,53.86,0.404269274,11.999601,79.28,27.54558801,High Risk
2025,Indifi Finance,11582,504.76,4929,260,18.16,60.06,3036254,821,186931976,48.75,0.087922236,13.932254,60.06,22.23284509,High Risk
2025,EcoLend Capital,20738,167.19,1497,304,34.21,51.94,651497,1870,261967574,53.1,0.260735459,21.177497,51.94,22.03954328,High Risk
2022,Bharat MicroFinance,13030,847.64,996,666,41.33,69.38,1894586,1601,778669091,86.36,0.079612706,26.692586,69.38,28.85362088,High Risk
2023,Bharat MicroFinance,26118,779.89,1299,560,25.34,45.9,318187,493,568543809,82.22,0.075532606,15.522187,45.9,18.45686914,High Risk
2023,UrbanGrowth NBFC,16593,287.4,1385,637,25.25,58.93,839450,938,767104848,30.7,0.162647486,15.98945,58.93,22.54089399,High Risk
2025,Bharat MicroFinance,26049,1534.55,3851,1767,16.56,57.31,4372918,112,503001077,38.74,0.035008134,14.308918,57.31,21.49967865,High Risk
2025,SustainFin Services,7194,1150.82,972,1307,16.85,60.07,2251422,833,516355142,93.89,0.069792164,12.361422,60.07,21.75734347,High Risk
2025,NextGen Lending,22343,528.83,3773,1463,18.59,62.19,1497678,355,827920583,54.53,0.084932609,12.651678,62.19,22.48647644,High Risk
2025,EcoLend Capital,34439,1542.34,4625,1704,17.77,71.88,3788997,54,446705672,41.85,0.033292211,14.450997,71.88,25.91261598,High Risk
2024,NextGen Lending,48117,1369.07,4189,532,50.21,42.9,4700716,707,112912651,53.32,0.037002008,34.826716,42.9,23.3328156,High Risk
2024,Indifi Finance,46353,464.03,2880,188,31.29,63.15,216068,774,520852467,91.24,0.097265197,18.990068,63.15,24.68092648,High Risk
2024,Indifi Finance,49592,1967.49,584,1842,45.34,64.85,1636615,1674,292059970,80.94,0.072305271,28.840615,64.85,28.13610661,High Risk
2025,Bharat MicroFinance,9538,437.11,4412,1650,20.09,56.85,4444585,1906,243578099,32.33,0.101455097,16.498585,56.85,22.04515754,High Risk
2025,Indifi Finance,25442,1566.23,3475,1976,15.44,77.21,2927450,277,811373583,51.38,0.035351279,12.19145,77.21,26.83457551,High Risk
2023,UrbanGrowth NBFC,9842,1939.74,1996,476,54.93,75.82,924741,987,806533723,68.69,0.038699541,33.882741,75.82,32.92630212,High Risk
2022,NextGen Lending,31442,1478.45,272,813,46.88,66.08,187764,1628,289181538,37.09,0.138303617,28.315764,66.08,28.37405065,High Risk
2023,FutureTrust Finance,45338,1364.98,3578,1883,48.3,82.88,4217716,759,224168712,37.06,0.038350728,33.197716,82.88,34.83865509,High Risk
2024,Bharat MicroFinance,46464,1816.31,1048,1934,39.09,45.87,1413456,1141,210429905,73.63,0.051294288,24.867456,45.87,21.24175452,High Risk
2023,EcoLend Capital,22103,611.35,1892,467,22.9,58.77,1144916,1333,75137431,61.1,0.082642487,14.884916,58.77,22.12953179,High Risk
2025,FutureTrust Finance,10773,626.6,2161,1208,15.95,73.98,3760486,434,58971857,79.71,0.08050378,13.330486,73.98,26.22534731,High Risk
2024,NextGen Lending,35741,1318.2,3864,720,44.87,86.16,593391,274,358698310,58.95,0.038947756,27.515391,86.16,34.1181964,High Risk
2024,Indifi Finance,40646,1776.06,4406,173,47.45,83.01,1581667,820,568909874,41.44,0.030068739,30.051667,83.01,33.9305276,High Risk
2022,SustainFin Services,46593,1273.01,2691,361,34.24,48.18,2070770,109,109134585,42.34,0.043213737,22.61477,48.18,21.25571649,High Risk
2022,Indifi Finance,20586,1956.39,3386,1202,39.88,43.11,2967024,1899,583608707,69.42,0.030763134,26.895024,43.11,21.01381245,High Risk
2024,FutureTrust Finance,35115,523.51,1463,406,54.14,67.8,511999,1637,218475992,56.82,0.097767473,32.995999,67.8,30.27790669,High Risk
2024,Indifi Finance,22392,1669.17,411,1227,28.5,64.8,3780693,1848,747765561,32.74,0.098296471,20.880693,64.8,25.74352649,High Risk
2023,NextGen Lending,48293,1861.8,3536,1358,49,58.15,3789674,129,656121201,87.64,0.030589956,33.189674,58.15,27.41413818,High Risk
2024,Indifi Finance,49180,911.3,4161,1748,49.92,50.37,3587305,200,231063007,68.08,0.051713149,33.539305,50.37,25.19347676,High Risk
2025,FutureTrust Finance,27617,1927.77,892,1110,18.33,60,3292065,1025,76109039,78.76,0.055467938,14.290065,60,22.30920668,High Risk
2023,FutureTrust Finance,16382,484.08,3000,827,34.01,63.83,1196373,114,744077775,58.87,0.094462248,21.602373,63.83,25.6674968,High Risk
2025,NextGen Lending,49807,1910.38,2586,758,38.18,54.73,3487113,1386,266667144,60.2,0.033141496,26.395113,54.73,24.3507905,High Risk
2025,Bharat MicroFinance,32740,1815.34,4859,163,20.79,40.61,344553,1566,190217652,32.39,0.02912486,12.818553,40.61,16.04021584,High Risk
2025,Bharat MicroFinance,11772,225.68,2899,1567,31.45,67.9,4287036,1011,484561860,55.24,0.190138929,23.157036,67.9,27.39316637,High Risk
2024,SustainFin Services,36721,1090.53,3081,53,33.12,87.84,1155804,925,649622027,39.86,0.047233482,21.027804,87.84,32.67923459,High Risk
2022,FutureTrust Finance,44358,1104.79,4818,760,26.11,57.37,4110575,285,442038117,50.17,0.043108941,19.776575,57.37,23.16121608,High Risk
2022,NextGen Lending,19647,208.25,483,807,18.61,78.45,3742251,1276,641204821,87.48,0.255715583,14.908251,78.45,28.10976153,High Risk
2025,Bharat MicroFinance,21504,175.11,659,688,28.94,84.75,2342856,1714,663129064,42.31,0.275346455,19.706856,84.75,31.44719538,High Risk
2024,Bharat MicroFinance,11460,109.68,3532,676,39.46,61.67,4465622,895,839374071,91.97,0.375808874,28.141622,61.67,27.09381015,High Risk
2023,SustainFin Services,11281,1096.57,2617,494,29.86,58.06,4443869,179,438787113,83.3,0.050600226,22.359869,58.06,24.14620079,High Risk
2025,GreenCredit NBFC,27246,981.25,1670,517,24.4,84.56,4723003,299,720898117,62.19,0.059829482,19.363003,84.56,31.20083269,High Risk
2023,NextGen Lending,41499,1886.87,4120,1933,22.94,45.26,1395710,401,222912315,92.97,0.029203591,15.15971,45.26,18.13759444,High Risk
2023,GreenCredit NBFC,33491,750.38,709,696,31.29,64.51,2782547,655,26259981,74.66,0.096515205,21.556547,64.51,25.85857018,High Risk
2024,FutureTrust Finance,24975,1350.63,3443,226,53.72,72.23,4654749,1617,184782474,43.1,0.039530342,36.886749,72.23,32.75083684,High Risk
2024,Bharat MicroFinance,49536,114.37,1575,1774,40.23,73.67,268437,1345,861550705,34.42,0.369395304,24.406437,73.67,29.57068922,High Risk
2022,Indifi Finance,30416,1360.72,4211,1215,19.22,45.65,139294,988,98373591,79.42,0.037506724,11.671294,45.65,17.21139089,High Risk
2022,EcoLend Capital,11635,1835.57,973,1785,20.52,45.57,4800467,1164,211986768,83.87,0.0552025,17.112467,45.57,18.8268211,High Risk
2024,Indifi Finance,24189,774.06,2705,1737,38.82,54.34,992881,342,335367586,60.87,0.064006387,24.284881,54.34,23.61306685,High Risk
2025,FutureTrust Finance,16498,696.71,3787,612,24.93,79.06,895538,1615,725714989,47.57,0.067152937,15.853538,79.06,28.50092257,High Risk
2022,SustainFin Services,28049,1289.46,3335,551,48.31,89.08,166479,818,335103584,33.24,0.041085796,29.152479,89.08,35.48617802,High Risk
2023,NextGen Lending,43129,724.25,302,80,17.78,69.54,1015933,1660,467474916,69.24,0.155262884,11.683933,69.54,24.42928505,High Risk
2025,Indifi Finance,15427,864.59,2401,1836,24.45,73.15,393543,402,578677290,52.29,0.06070414,15.063543,73.15,26.48834456,High Risk
2023,GreenCredit NBFC,35521,618.92,2917,1203,40.39,89.12,3393064,292,268415333,58.86,0.075757818,27.627064,89.12,35.05442233,High Risk
2024,Bharat MicroFinance,11570,755.29,4149,1017,41.27,51.55,1670756,334,801834844,51,0.062783361,26.432756,51.55,23.41994014,High Risk
2023,UrbanGrowth NBFC,29988,1390.88,3894,1164,43.54,44.64,4023877,269,496830200,59.35,0.037463332,30.147877,44.64,22.45134843,High Risk
2025,Bharat MicroFinance,44114,1852.51,1216,220,49.67,48.58,1529165,782,720542239,50.82,0.046943435,31.331165,48.58,23.99212687,High Risk
2024,FutureTrust Finance,13408,1207.92,859,1326,53.76,55.36,2275515,1247,872366703,84.68,0.070276577,34.531515,55.36,26.99556513,High Risk
2025,Bharat MicroFinance,20674,119.06,4963,1161,23.04,74.05,1718785,451,653810337,76.14,0.343460889,15.542785,74.05,27.01521986,High Risk
2023,Indifi Finance,24197,601.4,2183,740,25.36,55.1,3090909,983,421630915,74.35,0.081493852,18.306909,55.1,22.05467024,High Risk
2025,UrbanGrowth NBFC,38573,1909.25,2570,503,30.78,64.95,2444754,188,720740096,67.95,0.033401533,20.912754,64.95,25.77218681,High Risk
2024,Indifi Finance,32385,1829.61,1354,828,30.31,41.36,323038,707,761043097,81.71,0.044945511,18.509038,41.36,17.9786896,High Risk
2023,SustainFin Services,30847,319.73,4350,738,29.14,86.95,3917661,971,293741797,42.85,0.132974651,21.401661,86.95,32.55868816,High Risk
2023,SustainFin Services,12420,1825.99,4999,577,17.49,69.5,3888343,1766,222085670,81.02,0.030322584,14.382343,69.5,25.17683193,High Risk
2022,SustainFin Services,47147,1932.61,3307,1189,49.51,67.32,2789036,413,182801548,31.59,0.030405373,32.495036,67.32,29.95667295,High Risk
2022,UrbanGrowth NBFC,18806,716.69,2922,782,41.54,77.25,2606220,1774,97408612,64.96,0.067674312,27.53022,77.25,31.46113572,High Risk
2025,EcoLend Capital,9257,1431.91,1605,1242,46.49,87.44,1817928,1864,399151350,81.9,0.049867096,29.711928,87.44,35.16552524,High Risk
2022,UrbanGrowth NBFC,32130,1163.97,3359,975,54.99,70.57,4942276,596,757182242,72.62,0.044230083,37.936276,70.57,32.56957483,High Risk
2022,FutureTrust Finance,23696,740.39,3743,478,34.58,73.95,4464854,149,296018365,67.26,0.063306579,25.212854,73.95,29.77417883,High Risk
2022,FutureTrust Finance,39763,391.34,575,1784,20.32,53.93,3704470,1723,432003005,32.28,0.155141293,15.89647,53.93,21.00999752,High Risk
2022,GreenCredit NBFC,31733,797.15,4704,577,48.32,81.2,4811622,107,56477611,42.31,0.057501701,33.803622,81.2,34.52408728,High Risk
2024,GreenCredit NBFC,9995,1862.81,4296,1301,44.7,79.4,3728451,522,585554706,44.58,0.031457677,30.548451,79.4,32.99711837,High Risk
2024,FutureTrust Finance,23126,1641.37,4048,1488,45.73,41.08,1694635,1608,845874091,78.92,0.033078195,29.132635,41.08,21.07702178,High Risk
2022,Indifi Finance,30918,728.28,1348,1084,21.44,78.88,3345421,383,97764630,89.85,0.078149432,16.209421,78.88,28.55808607,High Risk
2025,FutureTrust Finance,38923,1140.58,2879,1284,45.19,49.65,3810193,863,776372812,39.55,0.046260914,30.924193,49.65,24.19076227,High Risk
2024,NextGen Lending,46353,871.33,740,1407,38.7,48.94,1594981,1514,322011816,33.26,0.08709458,24.814981,48.94,22.16133213,High Risk
2022,EcoLend Capital,28147,985.85,358,1835,17.02,56.44,4861505,1259,867553225,76.4,0.125438839,15.073505,56.44,21.50422704,High Risk
2024,GreenCredit NBFC,19887,1546.3,2465,1536,26.69,87.49,3548576,835,533382725,51.19,0.03954711,19.562576,87.49,32.13159164,High Risk
2023,GreenCredit NBFC,28331,1131.71,3478,1593,23.81,69.53,3617592,1489,53221191,50.33,0.045029301,17.903592,69.53,26.24808932,High Risk
2024,NextGen Lending,12202,443.98,4964,829,26.65,87.3,2004241,952,309818040,73.05,0.098596275,17.994241,87.3,31.62771081,High Risk
2024,Bharat MicroFinance,49602,611.17,4454,1052,22.99,43.92,1609877,256,750468033,81.86,0.072788572,15.403877,43.92,17.82627853,High Risk
2025,NextGen Lending,42585,1178.81,1111,905,30.91,66.61,661052,1117,661160538,48.82,0.061639699,19.207052,66.61,25.76977148,High Risk
2024,UrbanGrowth NBFC,23424,1416.36,1478,110,23.68,65.25,1869978,466,892141206,94.1,0.049819845,16.077978,65.25,24.41832134,High Risk
2025,NextGen Lending,40632,1065.43,3915,1768,30.84,62.12,1654810,1215,751718565,81.17,0.045944697,20.15881,62.12,24.70202088,High Risk
2023,Bharat MicroFinance,43597,1278.4,1871,702,15.66,89.57,4540139,1582,559593745,34.71,0.048011438,13.936139,89.57,31.07104628,High Risk
2022,GreenCredit NBFC,44017,1599.82,4655,1539,44.44,63.66,1243427,51,711098114,74.66,0.032129051,27.907427,63.66,27.48307972,High Risk
2025,FutureTrust Finance,42983,1136.24,4754,212,28.88,51.93,1675432,1279,339321003,88.45,0.042212256,19.003432,51.93,21.2969145,High Risk
2024,GreenCredit NBFC,42880,1956.66,2284,782,26.5,72.18,2325325,1638,541740902,33.31,0.034277478,18.225325,72.18,27.13530849,High Risk
2024,NextGen Lending,18341,547.58,3870,1391,49.36,52.34,4561843,1045,90505860,64.96,0.082436305,34.177843,52.34,25.98832742,High Risk
2025,NextGen Lending,25640,1847.41,4709,69,44.95,46.59,2489220,588,840025447,63.88,0.02919276,29.45922,46.59,22.8264431,High Risk
2023,Bharat MicroFinance,30905,570.55,2143,1639,49.52,69.15,1456590,1571,173038520,77.95,0.085077574,31.16859,69.15,30.12960803,High Risk
2022,NextGen Lending,14838,1110.12,3728,1939,49.92,76.22,3633757,1528,306624732,58.03,0.046101187,33.585757,76.22,32.96016757,High Risk
2024,Bharat MicroFinance,29275,966.22,1302,116,44.19,62.57,4603338,1933,663607158,46.14,0.065464679,31.117338,62.57,28.13238727,High Risk
2023,GreenCredit NBFC,11339,808.48,1412,431,17.3,56.1,4025584,1275,327685569,51.4,0.073367754,14.405584,56.1,21.1810223,High Risk
2022,NextGen Lending,40153,1929.2,309,1776,18.83,47.65,544345,887,654429637,32.17,0.118568504,11.842345,47.65,17.8951309,High Risk
2022,UrbanGrowth NBFC,18449,617.37,4705,921,17.93,80.08,2353666,1421,791960943,88.94,0.072793268,13.111666,80.08,27.98661711,High Risk
2024,FutureTrust Finance,16029,1382.25,1351,912,24.92,84.56,233687,1073,736893888,93.79,0.053015706,15.185687,84.56,29.94491238,High Risk
2025,Indifi Finance,26813,1627.73,3244,1705,49.55,52.66,858510,681,755045900,59.36,0.034940803,30.58851,52.66,24.98852932,High Risk
2024,Bharat MicroFinance,43066,474.31,1247,632,16.53,61.41,1591813,1460,53986894,86.08,0.109087375,11.509813,61.41,21.91957885,High Risk
2024,NextGen Lending,17624,1948.99,4509,1850,17.26,55.33,4121261,1887,741708002,88.13,0.028879035,14.477261,55.33,20.95372991,High Risk
2024,GreenCredit NBFC,27659,1138.62,4880,679,19.7,81.54,2394416,911,219073461,66.95,0.042362424,14.214416,81.54,28.74326977,High Risk
2023,GreenCredit NBFC,27776,1837.53,4435,750,38.13,86.11,4043365,561,788354305,49.12,0.029612796,26.921365,86.11,33.92125462,High Risk
2025,NextGen Lending,17068,1361.37,2904,1062,27.77,47.57,1024529,467,821803626,71.64,0.04147042,17.686529,47.57,19.59354687,High Risk
2023,GreenCredit NBFC,41294,1333.91,928,355,52.63,41.83,1931594,1241,808072943,79.62,0.063041115,33.509594,41.83,22.62709465,High Risk
2024,NextGen Lending,28026,756.61,2722,1260,20.41,44.28,871736,1035,752032533,80.31,0.064959138,13.117736,44.28,17.24530446,High Risk
2025,EcoLend Capital,17350,1564.12,1489,1249,47.18,54.52,2855157,1448,571353503,62.56,0.047450342,31.163157,54.52,25.72392724,High Risk
2022,FutureTrust Finance,31880,156.59,2621,578,40.79,76.22,4119671,1895,646272117,75.33,0.267831195,28.593671,76.22,31.55123378,High Risk
2025,NextGen Lending,30847,1156.06,3732,869,41.13,56.33,4461264,1388,504049101,84.37,0.043611407,29.139264,56.33,25.65822376,High Risk
2024,GreenCredit NBFC,39055,161.06,3150,1272,29.07,89.21,1719352,869,197894897,82.19,0.258646607,19.161352,89.21,32.61486424,High Risk
2025,EcoLend Capital,19802,683.06,1347,1124,15.18,44.28,4321985,1109,807910353,44.58,0.082346723,13.429985,44.28,17.34593419,High Risk
2022,Indifi Finance,9944,282.96,1835,630,29.66,73.57,2147579,820,517831856,65.11,0.160728405,19.943579,73.57,28.11836506,High Risk
2022,Indifi Finance,5360,1832.02,2621,649,39.06,63.1,4503799,676,93265368,57,0.038876851,27.939799,63.1,27.32749044,High Risk
2025,Bharat MicroFinance,23358,1293.69,3291,768,44.49,55.47,3763470,1181,241662476,42.11,0.041319435,30.45747,55.47,25.79476877,High Risk
2022,UrbanGrowth NBFC,8464,1370.17,2238,1523,37.12,68.05,3799845,349,606990631,60.87,0.046142707,26.071845,68.05,28.25501058,High Risk
2023,NextGen Lending,23610,1717.14,1659,746,54.24,52.38,2010264,1821,38318966,40.01,0.042648379,34.554264,52.38,26.09733855,High Risk
2025,UrbanGrowth NBFC,35607,1492.76,1646,960,38.46,70.71,2826820,244,36613492,46.21,0.045864535,25.90282,70.71,29.00219181,High Risk
2022,UrbanGrowth NBFC,10044,335.97,4674,134,18.32,89.75,1076036,1885,280959358,46.99,0.128463592,12.068036,89.75,30.59679624,High Risk
2022,EcoLend Capital,27009,1273.32,4487,662,49.2,55.6,2923048,77,650250989,61.65,0.039210664,32.443048,55.6,26.42859867,High Risk
2025,Indifi Finance,39618,1958.52,4824,1407,41.11,58.6,720886,1997,436225959,38.52,0.027399722,25.386886,58.6,25.20702569,High Risk
2023,UrbanGrowth NBFC,43700,506.82,736,1956,35.68,83.45,1462350,971,54161508,74.9,0.120370852,22.87035,83.45,31.94425334,High Risk
2025,SustainFin Services,15916,1277.46,2321,691,46.16,57.95,4520042,705,57446086,87.96,0.046122494,32.216042,57.95,27.0682616,High Risk
2022,UrbanGrowth NBFC,33250,1170.87,1685,266,42.61,85.55,3841483,828,703228687,71.89,0.052869041,29.407483,85.55,34.50839252,High Risk
2025,Indifi Finance,25289,844.13,218,844,52.95,74.92,793218,1617,778528740,58.35,0.186187032,32.563218,74.92,32.31944021,High Risk
2022,Bharat MicroFinance,8775,1913.81,4155,101,33.57,40.97,1052786,843,173995341,79.35,0.031539736,21.194786,40.97,18.66205169,High Risk
2024,SustainFin Services,5817,777.16,4561,678,43.43,58.87,4579018,952,512970208,40.57,0.063204255,30.637018,58.87,26.8773871,High Risk
2025,Bharat MicroFinance,7146,277.99,4534,612,33.37,59.28,2004938,223,145001817,87.5,0.154704895,22.026938,59.28,24.45396336,High Risk
2025,Bharat MicroFinance,29158,1928.83,4009,727,26.12,52.23,4228221,596,802457147,56.73,0.02925,19.900221,52.23,21.6507663,High Risk
