Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score
2025,EcoLend Capital,43744,313.04,3678,1206,39.42,84.76,3930981,1148,562586772,69.34
2024,GreenCredit NBFC,17175,823.84,1927,998,20.62,56.54,1118470,956,534868707,74.83
2022,Indifi Finance,6693,448.95,2176,1938,29.97,85.87,1884504,541,16493196,45.99
2025,Indifi Finance,33266,846.93,2769,1503,39.62,61.95,4596541,1934,476831492,59.53
2022,GreenCredit NBFC,32407,494.08,1212,1900,52.75,54.78,3033419,102,895248798,57.15
2023,UrbanGrowth NBFC,19838,1749.61,2538,1594,41.56,89.48,3355627,759,797882689,46.65
2023,UrbanGrowth NBFC,40688,1179.02,2893,1126,40.37,61.49,155618,525,91140167,38.27
2025,UrbanGrowth NBFC,26229,1045.42,3238,1676,43.98,44.18,3641004,967,304958059,43
2023,SustainFin Services,9167,1596.72,1603,320,21.79,69.17,2382243,307,174157523,86.28
2022,FutureTrust Finance,27615,347.7,3990,787,44.42,49.09,1928266,850,210814074,50.53
2022,Indifi Finance,46845,1728.33,4377,899,24.71,70.71,1813746,904,470320095,87.14
2023,GreenCredit NBFC,36169,1018.28,4284,1845,44.72,42.4,656497,1739,308170700,61.97
2025,EcoLend Capital,43907,359.22,831,1491,50.7,45.54,1184335,1642,209542151,77.9
2022,NextGen Lending,36158,1656.88,4095,367,35.57,55.63,1862033,1719,738728920,78.44
2022,EcoLend Capital,39226,975.47,4355,1822,15.41,70.82,252332,118,559420366,72.35
2024,NextGen Lending,25179,1248.74,981,1286,38.99,72.31,4615172,1387,485026890,33.2
2025,SustainFin Services,16347,1797.86,3957,1795,28.79,72.38,255665,1922,57386595,62.18
2024,Indifi Finance,41178,1792.31,983,869,37.02,65.51,440058,67,270527315,84.42
2023,FutureTrust Finance,38330,1796.36,620,213,31.72,56.53,3024978,1504,401306237,70.76
2023,Indifi Finance,11992,892.14,3332,1684,41.47,83.66,2050757,616,653077730,68.89
2024,NextGen Lending,17218,1524.25,4157,747,27.62,62.59,161626,630,505289463,41.25
2025,UrbanGrowth NBFC,45564,543.21,3675,1144,30.08,79.13,2486632,615,763759380,78.89
2022,EcoLend Capital,35331,1679.24,789,275,16.52,63.59,1552414,1166,356151647,36.46
2023,Indifi Finance,43427,749.27,2668,470,20.67,82.89,3591648,465,364097499,44.81
2025,EcoLend Capital,27468,981.43,2028,1779,30.27,41.4,2006208,1428,898702864,39.62
2025,GreenCredit NBFC,24355,1793.64,1553,1498,15.09,53.41,4778042,506,211212786,66.72
2023,GreenCredit NBFC,7716,1630.91,1488,1921,15.55,79,3409252,60,754604006,71.04
2023,EcoLend Capital,37361,1909.77,4117,461,40.25,74.57,1027786,558,267299919,41.27
2025,FutureTrust Finance,32254,790.6,1631,1383,32.86,85.36,2297682,1923,876863115,46.08
2022,Bharat MicroFinance,47632,387.06,1293,1325,15.04,69.61,2816882,656,299452976,36.31
2024,FutureTrust Finance,43428,1829.78,737,1231,25.11,87.78,381189,213,598920517,54.61
2023,Bharat MicroFinance,45000,1036.99,4467,1616,40.39,85.76,3544394,1074,356645683,55.5
2024,Indifi Finance,49087,1789.86,1718,57,22.96,86.32,4140590,399,631052321,31.12
2025,EcoLend Capital,26277,1490.94,2679,1172,46.43,70.74,4970873,377,471784154,34.36
2024,SustainFin Services,22503,1762.13,3319,1016,26.19,84.51,842165,1547,458654984,66.89
2022,FutureTrust Finance,15104,1343.97,3823,899,52.67,61.49,3776818,663,643844539,86.25
2025,NextGen Lending,40030,1643.51,373,277,35.79,88.74,1356698,1217,879516483,37.13
2022,FutureTrust Finance,26385,328.64,2599,235,22.03,48.31,708940,1075,546752868,37.62
2025,UrbanGrowth NBFC,37235,1939.76,597,134,19.57,54.95,861529,337,419625593,43.45
2022,GreenCredit NBFC,15644,443.86,964,1845,20.78,65.6,3864549,1007,738756223,42
2025,FutureTrust Finance,26687,146.56,2507,657,43.12,88.06,812368,1456,81669694,81.71
2022,NextGen Lending,48728,1108.53,1990,1665,21.25,68.9,3018636,1504,870447242,68.42
2025,FutureTrust Finance,45098,1452.63,4947,1347,52.57,43.13,2906949,1422,575114947,42.47
2022,NextGen Lending,38550,1461.2,3242,1863,27.55,70.89,2934964,114,146610259,40.24
2025,Bharat MicroFinance,37864,744.54,3782,332,17.57,87.67,1117176,117,100127246,73.95
2022,UrbanGrowth NBFC,13778,1532.28,573,1149,21.46,61.64,3749432,1294,506178170,46.52
2023,Bharat MicroFinance,34783,1700.86,1986,81,28.6,55.06,3480441,657,160403488,81.79
2024,NextGen Lending,36387,1259.02,2142,1528,19.91,69.95,1613372,1742,427214106,48.36
2025,FutureTrust Finance,18374,833.38,1226,857,48.9,74.2,1038837,171,782257058,80.91
2022,UrbanGrowth NBFC,26295,1265.79,836,919,53.31,60.16,4610289,1639,109670746,68.38
2023,EcoLend Capital,23622,1738.24,497,1309,45.29,43.83,3517084,1507,425327019,58.87
2025,EcoLend Capital,30492,1810.9,2711,1006,39.63,58.69,2696503,1814,167617569,40.22
2025,GreenCredit NBFC,24733,159.88,1172,1305,46.96,64.36,1707423,1700,204734336,45.45
2025,Indifi Finance,48546,332.56,3418,891,21.18,65.97,2529573,821,374282230,39.66
2024,UrbanGrowth NBFC,17372,108.58,2403,213,30.09,75.04,2858534,118,574406397,87.75
2022,FutureTrust Finance,40256,1035.64,4412,315,23.52,40.82,4036634,1793,762109907,53.88
2022,Indifi Finance,12817,929.14,3920,1528,33.56,84.17,3499861,781,674782326,57.4
2025,EcoLend Capital,24221,1137.02,3967,932,22.03,70.29,3245628,684,118016927,89.04
2025,FutureTrust Finance,45164,1398.93,2357,180,47.65,66.45,2129672,1732,769632973,80.16
2025,Indifi Finance,23225,794.99,1112,1149,47.03,48.06,2706507,219,253388940,50.67
2023,UrbanGrowth NBFC,13064,496.3,2860,1297,29.72,46.05,1377505,1725,333938143,49.05
2025,UrbanGrowth NBFC,42537,850.16,253,1648,43.92,67.95,2031661,638,823497943,32.46
2024,Indifi Finance,18986,117.12,2787,420,32.01,75.86,4325685,481,444158584,75.66
2022,NextGen Lending,46689,1675.95,3721,399,26.39,78.12,2586463,1260,33131428,88.78
2024,UrbanGrowth NBFC,5316,829.08,4535,955,26.02,68.55,1589903,1261,41146371,46.43
2025,SustainFin Services,37843,1283.3,2503,1734,34.61,57.74,2835530,1702,180498100,35.69
2023,EcoLend Capital,26453,716.98,4320,69,15.49,47.08,1126316,1126,772707444,76.27
2025,GreenCredit NBFC,49006,1268.14,2346,1088,43.43,68.31,4233888,1638,262101467,66.71
2025,GreenCredit NBFC,37195,1126.83,918,1478,30.58,56.64,113388,808,439281730,62.84
2025,SustainFin Services,5203,496.26,2936,1936,20.59,80.44,395883,789,24098491,56.53
2025,Indifi Finance,45663,1288.12,2627,452,40.39,65.36,468422,1286,285596533,93.47
2025,UrbanGrowth NBFC,11567,308.28,3190,1721,45.16,51.22,1214833,1221,306374668,43.15
2022,SustainFin Services,12460,1014.06,4869,475,19.69,81.53,1685671,982,161665916,32.51
2024,SustainFin Services,32520,1467.77,616,839,19.13,85.7,2056746,901,443487439,41.37
2023,UrbanGrowth NBFC,9355,1143.22,4787,1695,30.53,49.17,4262779,260,858597998,60.36
2025,EcoLend Capital,36935,1517.92,369,1701,40.97,67.54,3260022,399,217814107,30.55
2023,UrbanGrowth NBFC,7663,619.01,798,543,38.23,82.37,4442039,1665,87540163,44.71
2022,Bharat MicroFinance,46391,192.76,2477,381,54,83.28,1656052,1717,21244260,45.63
2024,UrbanGrowth NBFC,32339,206.34,2255,322,32.55,69.14,3818719,1340,487762336,35.74
2025,NextGen Lending,34367,610.58,4667,411,28.97,66.6,416120,1662,802858493,67.67
2022,FutureTrust Finance,24546,874.57,3181,61,45.39,42.36,2992748,1479,294946428,91.9
2022,Indifi Finance,13389,1121.26,3275,1710,53.26,76.56,3683760,132,722625463,73.02
2024,GreenCredit NBFC,26462,1539.56,1399,1680,50.7,49.15,4011950,270,876368161,86.72
2025,GreenCredit NBFC,5038,1695.26,2700,1572,31.48,84.21,2166188,1852,826638234,60.91
2024,SustainFin Services,15318,1417.99,4183,1966,40.26,79.43,1949205,1955,753365239,59.34
2024,NextGen Lending,13920,980.1,4100,880,20.72,89.7,561959,1258,178849833,91.86
2023,SustainFin Services,43954,602.53,1844,889,43.58,67.3,1112261,1838,290020645,30.11
2023,SustainFin Services,23508,912.82,985,1327,29.02,63.17,4393954,869,503054544,48.22
2024,Indifi Finance,19257,619.45,3300,1004,23.9,55.23,1706951,506,418619231,41.32
2023,SustainFin Services,28783,1286.48,1826,1633,20.41,41.97,4355546,340,309865146,70.53
2022,SustainFin Services,41902,1654.59,3465,259,25.32,71.77,4391661,847,515574909,56.14
2024,FutureTrust Finance,37309,1084.56,3191,1829,35.42,87.36,217346,646,326537738,30.98
2025,Indifi Finance,27678,187.1,1303,76,50.82,63.65,1937707,562,270239343,70.15
2025,EcoLend Capital,41539,1885.52,3360,497,25.44,54.71,1484877,821,786283489,53.41
2022,NextGen Lending,20311,659.14,984,1947,17.24,73.94,1237171,204,738982654,85.82
2025,EcoLend Capital,10538,1837.57,4804,166,46.2,75.72,4321751,1826,156513759,58.32
2025,UrbanGrowth NBFC,8257,1644.83,2427,1648,46.23,75.79,2686741,1504,341916472,34.99
2024,FutureTrust Finance,44229,884.94,4849,476,17.68,87.9,4714843,66,708737178,94.34
2022,GreenCredit NBFC,16398,207.74,3834,247,22.31,46.1,3029622,487,134498237,34.52
2024,UrbanGrowth NBFC,35198,1900.64,1973,205,21.4,80.58,4612415,604,873317706,79.37
2022,EcoLend Capital,21044,1352.2,3456,1199,33.46,44.12,2841113,1376,420674999,77.92
2024,Indifi Finance,26772,574.34,3038,1230,24.98,75.11,1890723,318,415382896,69.98
2024,GreenCredit NBFC,19772,1113.72,2947,451,44.9,77.73,713287,1306,232328443,72.2
2023,Bharat MicroFinance,12900,1307.2,1922,668,39.71,60.22,1302873,1445,706153222,43.22
2025,SustainFin Services,15790,530.65,2690,1375,42.11,75.93,2572401,1241,178409096,51.73
2022,Indifi Finance,34011,277.73,2449,543,30.12,50.18,3056590,1484,446146927,91.45
2025,GreenCredit NBFC,49273,608.18,3890,1160,34.96,41.63,4947952,987,48392254,89.4
2023,EcoLend Capital,5657,190.45,1296,874,42.16,48.9,1786235,1233,649061837,49.47
2022,UrbanGrowth NBFC,48925,232.97,2468,1813,36.1,46.89,2480618,1884,550557846,73.84
2023,SustainFin Services,23083,397.51,1825,59,18.02,81.99,2225565,571,457357303,31.16
2025,SustainFin Services,25840,400.97,2879,1893,29.49,53.57,3505776,936,524911752,39.41
2024,NextGen Lending,29431,571.11,4004,1612,53.85,76.19,1130000,342,275045587,62.15
2023,Indifi Finance,32619,1881.12,587,323,35.06,81.57,117417,312,497978616,87.49
2023,UrbanGrowth NBFC,37583,1194.06,1832,346,31.42,87.75,1214819,1340,815770372,87.76
2024,SustainFin Services,19525,902.76,4158,614,50.58,81.26,476161,410,676630089,88.88
2025,GreenCredit NBFC,34917,1171.22,4139,62,41.55,82.19,726533,1185,500542427,85.38
2023,NextGen Lending,10963,110.85,2635,712,32.06,57.19,2597796,1898,313159799,58.72
2025,NextGen Lending,27619,1800.02,360,1636,38.79,54.5,3390725,1664,27901982,82.24
2024,FutureTrust Finance,9535,1111.39,2901,1369,28.47,61.01,3350595,1970,811321480,62.67
2022,EcoLend Capital,19580,958.14,695,1820,47.14,73.86,440224,940,212842120,59.23
2023,Indifi Finance,49586,1889.04,3152,1416,43.67,55.47,3821745,834,663826632,34.81
2025,UrbanGrowth NBFC,6976,1487.78,3359,601,23.7,41.48,2250244,371,480004973,70.89
2024,Bharat MicroFinance,41437,741.1,3079,355,27.3,67.26,3349425,1573,792361324,69.18
2024,Bharat MicroFinance,5937,1878.7,2437,681,15.11,41.67,1776759,1066,187738745,55.94
2023,FutureTrust Finance,26980,1718.8,288,418,46.64,79.07,4448730,817,548805871,56.12
2022,Bharat MicroFinance,22673,1913.61,1358,1614,18.61,46.07,618268,153,25428759,53.79
2023,FutureTrust Finance,42438,282.83,4789,635,37.89,85.72,2648119,974,613795688,57.12
2025,Indifi Finance,12421,1915.04,460,679,48.85,67.23,4652240,1453,443606864,47.46
2024,GreenCredit NBFC,34500,1131.48,449,783,53.64,71.99,2676461,495,543825137,60.75
2022,UrbanGrowth NBFC,17953,1377.21,795,1223,27.76,58.54,3690737,875,823849020,65.09
2025,EcoLend Capital,6516,503.25,3900,747,22.34,72.53,436812,1633,759928579,66.43
2023,Indifi Finance,48042,366.76,290,1296,54.49,52.69,1508730,1136,446477392,87.62
2024,UrbanGrowth NBFC,39172,250.84,2641,347,22.45,80.64,4952654,818,200949493,57.13
2023,FutureTrust Finance,11170,902.39,2669,72,21.01,56.06,3017962,1517,29549120,41.21
2022,FutureTrust Finance,31507,520.56,385,1561,51.99,71.84,2630537,856,801713122,86.53
2022,Indifi Finance,7353,255.08,3758,819,52.45,76.07,3473697,1270,494956868,47.02
2022,UrbanGrowth NBFC,16999,1914.63,1436,767,34.17,55.83,230115,988,867363232,66.51
2022,FutureTrust Finance,15938,1493.44,1175,1369,40.61,71.96,4326717,1760,129020683,75.45
2022,Indifi Finance,5580,1083.92,2907,424,31.71,58.73,4199240,290,722130986,49.47
2023,NextGen Lending,24713,1512.36,4089,459,52.09,67.13,928273,171,763764524,73.76
2022,Indifi Finance,13293,1261.77,4093,967,48.41,79.28,269579,1730,151932186,33.75
2022,EcoLend Capital,9550,438.26,4213,351,35.56,76.48,4037248,1699,803768310,94.46
2024,Indifi Finance,33418,1303.53,239,409,32.85,51.82,1976537,706,158275304,71.73
2022,NextGen Lending,5298,1393.92,2399,1795,42.48,75.22,4096073,591,528375802,34.35
2024,UrbanGrowth NBFC,41884,551.19,4288,1785,41.58,80.54,1203874,152,213162121,53.82
2024,UrbanGrowth NBFC,21428,708.27,1820,1947,18.25,47.17,4670853,1580,830534549,51.02
2024,Bharat MicroFinance,12647,828.27,513,277,26.16,42.11,2241664,1958,416986900,93.05
2023,FutureTrust Finance,7543,1244.84,3778,764,32.54,62.32,4624303,302,650787844,92.18
2023,Bharat MicroFinance,25243,340.94,829,927,37.43,52.35,4820743,1596,881945835,59.12
2025,SustainFin Services,9778,1512.61,4473,552,22.66,44.94,3117539,999,66117213,44.01
2025,EcoLend Capital,19558,757.45,4314,749,27.8,84.15,2216273,1180,61948095,34.3
2024,UrbanGrowth NBFC,20383,1414.37,471,385,35.17,41.69,2625418,532,825679558,37.47
2023,FutureTrust Finance,35033,1872.49,1307,1563,51.04,56.68,564642,1989,50338713,46.2
2022,FutureTrust Finance,24539,1752.76,1037,448,30.52,78.63,4766725,509,533987901,40.4
2025,EcoLend Capital,25089,1501.4,2868,1305,26.78,42.01,1251939,985,651293503,90.59
2023,Bharat MicroFinance,38284,467.32,1960,352,49.12,51.06,4961463,567,544203664,87.49
2022,EcoLend Capital,7201,1490.94,688,1201,24.27,71.21,4541464,1972,303474298,56.81
2022,Bharat MicroFinance,36000,1308,602,1412,39.17,63.35,882901,1975,861129916,36.27
2023,FutureTrust Finance,11577,1567.84,4812,365,31.55,44.39,1828122,681,206315500,55.76
2025,NextGen Lending,17629,1750.75,2830,1657,51.28,60.08,724891,218,701344527,51.91
2023,SustainFin Services,45870,691.8,2646,944,42.47,55.31,3518858,226,410208652,40.12
2025,NextGen Lending,41426,1324.18,2244,1858,50.5,74.96,1626739,1819,567016278,80.26
2024,GreenCredit NBFC,11922,622.76,829,298,41.42,67.94,4123448,1686,733746654,83.66
2023,NextGen Lending,9286,757.94,1705,1987,37.48,66.41,4959229,1351,263966751,48.72
2023,FutureTrust Finance,32899,1089.22,4733,1139,31.67,78.01,4397322,1459,753864561,75.06
2025,EcoLend Capital,34763,924.91,4612,342,39.49,50.57,4017416,1606,847163196,89.89
2025,Indifi Finance,8936,1241.2,4184,417,46.48,71.02,453463,954,839816709,83.69
2023,Indifi Finance,30745,1541.65,275,841,32.25,49.48,2590298,1687,288685896,65.2
2022,EcoLend Capital,38758,1249.54,1506,642,40.54,64.9,968857,919,165793158,30.84
2022,NextGen Lending,26355,1942.62,3767,704,32.74,75.82,3961769,1986,853659235,63.89
2022,EcoLend Capital,35619,1502.43,992,1636,18.85,75.06,210218,1893,313975372,74.47
2024,GreenCredit NBFC,12721,1971.52,546,1993,37.46,62.72,2239276,1844,15594009,60.69
2024,UrbanGrowth NBFC,45957,1512.54,2377,1864,17.6,53.05,2407020,1108,62039034,33.83
2025,Bharat MicroFinance,40477,1065.05,861,908,38.89,41.07,1548036,683,283116351,89.46
2024,EcoLend Capital,7178,880.91,1575,1799,48.57,59.42,2377071,237,507650889,90.19
2022,Bharat MicroFinance,38606,1497.75,4093,1376,21.23,69.79,4865730,964,92067182,66
2023,Bharat MicroFinance,34630,1405.54,1368,239,38.85,54.61,4124185,1677,204521225,55.53
2024,Indifi Finance,14747,1370.65,1215,1278,17.36,80.49,956245,517,683217794,72.4
2024,SustainFin Services,26318,1471.39,684,1826,25.85,82.18,454738,1014,624447986,83.74
2022,EcoLend Capital,31619,1757.13,3516,805,20.03,61.01,3357219,73,728143304,31.07
2024,GreenCredit NBFC,47393,532.74,1467,496,15.99,62.73,3892192,1147,550013384,65.43
2025,Bharat MicroFinance,13104,1173.3,1342,829,48.82,48.94,247933,592,847135662,66.23
2023,SustainFin Services,12338,1246.27,865,148,31.4,47.85,3129537,816,491065010,76.42
2022,GreenCredit NBFC,6168,656.43,2799,1969,21.05,51.55,3834536,351,534755592,85.91
2025,SustainFin Services,20187,1977.1,1394,397,40.41,60.55,1670956,1889,455217480,48.19
2022,EcoLend Capital,36073,1592.52,499,1851,51.05,88.58,1357324,1671,803797972,36.1
2025,Bharat MicroFinance,5947,710.41,1413,1275,35.06,71.24,4343723,1736,33148490,91.48
2023,Indifi Finance,37928,781.03,1151,488,48.17,61.15,2216719,1316,162399372,64.42
2023,SustainFin Services,34135,1464.69,2030,1118,48.71,50.91,3591997,1562,668199477,67.42
2025,FutureTrust Finance,16323,121.84,1861,1801,45.01,78.95,4446290,1608,332501908,92.58
2025,UrbanGrowth NBFC,19550,981.68,732,397,26,72.04,1143031,1681,36363495,65.33
2025,GreenCredit NBFC,7627,751.91,2334,1432,33.71,60.34,447513,1722,800807896,78.73
2025,SustainFin Services,21232,1722.61,4853,1110,20.82,70.5,1542397,1354,365063969,57.73
2025,Bharat MicroFinance,23919,1603.46,4919,954,51.81,68.88,3779997,78,457192606,61.86
2025,GreenCredit NBFC,23656,730.98,1723,1685,41.34,69.02,3472270,1248,529591576,61.56
2023,Indifi Finance,21544,1743.11,1413,404,15.23,43.55,4411520,1162,90221383,75.68
2025,GreenCredit NBFC,27982,1835.84,1791,1948,46.99,85.06,4554158,1599,580907349,77.56
2024,GreenCredit NBFC,24566,1149.67,1352,1513,15.58,82.62,1955975,1781,702140006,74.62
2023,FutureTrust Finance,19880,402.55,2688,1762,39.49,44.12,1854894,1193,525705431,90.14
2022,GreenCredit NBFC,16936,1563.62,3381,1579,32.6,71.79,1665776,1499,549700642,70.82
2023,SustainFin Services,35748,706.75,2077,1523,23.34,64.84,1329874,566,66559949,71.24
2022,Bharat MicroFinance,23411,1101.83,1891,1003,45.17,77.13,2094582,383,862498055,35.52
2022,GreenCredit NBFC,17198,186.62,331,813,54.94,60.05,3234565,944,375325049,92.16
2024,Bharat MicroFinance,13376,1050.17,3470,1638,43.12,88.89,3782436,1714,33863622,43.34
2025,EcoLend Capital,6896,822.5,3183,1946,47.3,87.59,1710701,847,110671160,64.41
2025,GreenCredit NBFC,49255,1403.52,252,1559,51.51,44.8,4883362,1063,339446007,93.7
2023,EcoLend Capital,40172,177.49,1705,1224,32.65,55.29,2235603,1356,166380203,35.8
2025,UrbanGrowth NBFC,23923,1287.4,4633,176,40.54,50.36,3713399,999,151095600,94.04
2024,GreenCredit NBFC,22116,1566.72,2298,957,36.27,55.91,2626496,1734,887873273,81.08
2023,NextGen Lending,14813,124.28,3133,292,27.65,63.87,4281082,460,337322076,64.46
2023,UrbanGrowth NBFC,38345,1524.93,4065,902,17.57,45.76,316202,216,515658692,54.29
2023,Bharat MicroFinance,46337,347.39,2362,1102,49.31,75.55,265809,700,32788819,76.96
2025,NextGen Lending,25232,1426.31,4137,277,19.09,68.71,115348,237,562255258,78.03
2025,GreenCredit NBFC,22692,965.03,4022,1180,37.5,47.36,1116103,997,227617111,67.38
2025,SustainFin Services,17384,1148.78,3080,1814,16.26,73.87,4498668,1371,451516946,91.78
2023,NextGen Lending,38609,740.96,4552,1573,36.43,72.2,4671024,1630,811628297,63.9
2023,EcoLend Capital,44021,566.39,3584,1868,17.27,84.15,2808210,1266,292363800,78.91
2022,Bharat MicroFinance,31278,234.99,4818,1783,43.32,50.58,1460751,214,686501654,93.59
2022,UrbanGrowth NBFC,15827,1742.91,1022,1221,38.73,70.45,2047909,599,805458221,38.95
2025,UrbanGrowth NBFC,24769,1259.82,3312,1767,43.74,83.8,661208,332,343594164,62.8
2023,EcoLend Capital,9821,1967.32,816,1633,37.64,53.16,3175053,1397,473390923,82.49
2025,FutureTrust Finance,22797,1715.86,4226,1692,44.81,51.59,3728632,627,831461297,43.63
2025,GreenCredit NBFC,5044,1752.3,3813,745,29.66,53.76,4697636,371,471517780,35.93
2022,GreenCredit NBFC,34607,1235.91,2528,538,28.1,78.16,2106715,1571,407571303,90.91
2024,SustainFin Services,23070,253.79,4551,1735,34.76,80.47,622158,1022,861222792,42.7
2025,FutureTrust Finance,10236,1835.45,1543,712,35.18,41.72,1303218,1374,889714320,38.9
2024,FutureTrust Finance,31745,323.98,416,1235,28.56,55.71,1769628,1743,427855434,78.01
2024,NextGen Lending,11625,1082.58,649,821,34.82,46.34,913227,401,251053133,77.35
2023,Bharat MicroFinance,32817,1728.03,1921,529,23.48,47.68,4204559,1618,502042699,87.55
2023,SustainFin Services,24109,997.58,1479,1345,41.06,80.8,4736433,1222,373286335,78.68
2025,UrbanGrowth NBFC,30999,414.77,1309,373,53.87,88.19,1500238,101,818458474,47.58
2022,EcoLend Capital,45777,809.07,3965,1613,39.19,60.68,4644477,950,571765560,53.32
2022,UrbanGrowth NBFC,9014,1977.94,3518,1037,34,88.5,3634773,935,346394535,78.68
2025,Indifi Finance,43548,1999.54,857,1818,51.2,58.89,1974525,1183,774060427,64.61
2025,SustainFin Services,9595,1450.59,983,583,41.35,75.81,1050402,1158,14576461,32.18
2022,EcoLend Capital,46033,1787.19,1382,57,26.89,57.95,3030408,1599,327726463,87.81
2024,UrbanGrowth NBFC,44060,183.99,4798,1291,39.82,56,4335781,1971,79789995,91.96
2025,UrbanGrowth NBFC,6560,624.35,1783,792,44.83,69.38,1893862,1833,121322473,44.37
2024,FutureTrust Finance,16324,801.02,3907,399,45.84,83.48,3184837,1640,28924252,43.47
2025,SustainFin Services,31465,122.8,2068,163,15.32,69.66,665945,836,800165580,64.95
2025,Indifi Finance,34749,816.23,4969,1766,45.61,68.5,3248360,238,641801168,87.26
2024,GreenCredit NBFC,30822,276.76,3505,1210,46.97,65.22,2101400,1852,882009011,65.21
2024,SustainFin Services,16994,1083.08,575,1931,22,87.43,2189216,52,537869020,39.46
2022,Bharat MicroFinance,21856,108.4,259,475,49.04,80.73,3150067,1987,742614876,35.64
2025,Indifi Finance,39985,613.85,4847,172,43.49,60.34,2690287,1503,125773264,43.81
2023,Bharat MicroFinance,30276,1745.94,856,103,39.78,81.21,4702801,661,385070503,71.67
2023,Indifi Finance,48039,504.81,3440,1404,45.77,45.42,1743083,1050,124569441,73.29
2025,Bharat MicroFinance,21436,223.2,1023,1962,25.12,61.77,1148879,1669,31428946,32.21
2025,SustainFin Services,7987,574.49,3343,1482,21.17,45.59,1235612,1762,398213119,91.09
2025,EcoLend Capital,13330,1672.36,4184,147,17.76,89.86,4194517,822,710771158,40.89
2024,SustainFin Services,30973,1215.66,3410,1164,32.3,42.35,2677245,243,299581228,31.03
2023,UrbanGrowth NBFC,23521,1213.54,3963,548,35.25,85.41,1085494,1486,579209128,68.56
2023,NextGen Lending,38595,101.09,3635,1595,19.14,86.59,3808317,1822,553054514,86.44
2023,FutureTrust Finance,15275,997.09,1850,1536,30.96,54.64,3693081,1177,528821968,90.36
2025,UrbanGrowth NBFC,29548,604.67,3402,291,25.44,87.48,3492856,844,709613752,37.5
2024,Indifi Finance,32552,738.8,449,1014,50.39,65.03,1976543,123,68994188,92.88
2025,Indifi Finance,34225,1237.5,1360,445,37.9,86.9,930136,1445,129658785,47.66
2022,GreenCredit NBFC,42603,1761.25,3782,313,21.99,64.28,395779,1690,232564411,34.65
2022,Indifi Finance,33940,445.15,273,1783,34.41,63.52,2537531,1254,235947452,50.1
2023,NextGen Lending,13377,1559.62,4815,393,16.65,77.67,4053168,1274,51142412,67.58
2025,GreenCredit NBFC,8442,192.91,983,1842,32.96,51.68,3278096,1170,714207009,92.52
2022,Indifi Finance,12402,720.79,2526,842,51.06,85.21,2637211,1264,79818202,64.42
2022,Indifi Finance,40961,515.93,1151,862,35.79,82.42,4809488,1475,578295914,73.68
2025,SustainFin Services,36143,1839.61,3265,224,23.65,46.75,4353564,728,829662811,32.49
2024,SustainFin Services,9928,438.2,1885,828,51.68,41.47,3996674,930,615935846,53.47
2025,FutureTrust Finance,14604,1199.4,4143,1263,52.62,75.53,4885425,362,848170217,73.14
2025,UrbanGrowth NBFC,32764,413.09,1625,264,26.01,57.59,906536,1268,19129291,73.79
2024,EcoLend Capital,18777,999.62,2895,1493,21.95,45.1,4086356,575,870763288,64.54
2023,FutureTrust Finance,45364,885.46,2892,89,18.62,84.77,394248,444,171572296,58.66
2023,Indifi Finance,30591,178.58,4826,1144,45.87,89.71,906756,104,306809651,92.5
2023,FutureTrust Finance,9537,1669.15,2200,1292,43.6,55.93,1963515,542,718151253,85.25
2024,SustainFin Services,36905,1582.21,580,414,45.7,49.26,4169739,453,665502341,35.76
2022,UrbanGrowth NBFC,43413,627.93,4356,1590,21.48,82.83,1763853,1250,194391812,60.94
2024,Indifi Finance,9261,1266.59,2180,1810,53.97,66.48,3021090,924,690032479,39.22
2025,Bharat MicroFinance,39703,789.07,2435,1258,22.67,89.27,773643,345,494301028,59.62
2024,Indifi Finance,31044,1561.53,2633,193,16.52,71.89,851895,1994,683509977,73.63
2022,FutureTrust Finance,42306,1415.72,2750,1468,30.73,68.31,650916,1823,156319224,47.45
2022,UrbanGrowth NBFC,9426,271.89,4473,743,37.18,86.39,2682891,1617,341188793,70.25
2025,Bharat MicroFinance,6358,1703.96,3448,1456,31.65,80.08,1390206,237,500250214,55.52
2023,NextGen Lending,18423,440.91,313,977,34.41,60.37,4334663,265,244770136,31.7
2022,GreenCredit NBFC,39537,430.81,407,1891,37.44,40.53,2188218,895,185168750,51.46
2022,NextGen Lending,32337,1494.12,2238,777,23.44,77.61,458792,759,515637868,32.73
2022,Bharat MicroFinance,30765,448.18,654,1018,48.7,83.27,2422076,139,740284281,71.47
2025,Bharat MicroFinance,22576,332.55,801,751,25.65,46.5,3863896,1800,60381481,86.81
2022,EcoLend Capital,40584,737.61,1956,405,54.93,84.76,1007854,403,384769980,49.81
2023,Bharat MicroFinance,44035,1693.55,1781,1336,54,83.32,4131153,1507,449084705,94.83
2025,UrbanGrowth NBFC,33197,435.94,1326,909,27.47,40.88,2916404,855,506351409,35.39
2023,FutureTrust Finance,28409,744.24,1103,1389,36.18,76.43,687957,268,658625679,43.29
2022,NextGen Lending,9856,643.88,853,1544,52.1,59.17,2055410,966,26439186,46.01
